SPREFID,USUBJID,LBTEST,LBTESTCD,LBCAT,LBORRES,LBORRESU,LBMETHOD,LBSPEC,LBDY,trial_set_description,SEX
T103236-5,T103236-5-0048,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,6.5,U/l,iBroker:GLDH,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.5,U/l,iBroker:GLDH,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3,U/l,iBroker:GLDH,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.3,U/l,iBroker:GLDH,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.3,U/l,iBroker:GLDH,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.3,U/l,iBroker:GLDH,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.7,U/l,iBroker:GLDH,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.5,U/l,iBroker:GLDH,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0046,Monocytes,MONO,HEMATOLOGY,0.08,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0048,Monocytes,MONO,HEMATOLOGY,0.14,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Monocytes,MONO,HEMATOLOGY,0.1,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Monocytes,MONO,HEMATOLOGY,0.11,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Monocytes,MONO,HEMATOLOGY,0.11,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Monocytes,MONO,HEMATOLOGY,0.13,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Monocytes,MONO,HEMATOLOGY,0.17,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Monocytes,MONO,HEMATOLOGY,0.2,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Monocytes,MONO,HEMATOLOGY,0.1,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0043,Monocytes,MONO,HEMATOLOGY,0.05,G/l,iBroker:Monocytes,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0043,Neutrophils,NEUT,HEMATOLOGY,0.33,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0046,Neutrophils,NEUT,HEMATOLOGY,0.79,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0048,Neutrophils,NEUT,HEMATOLOGY,0.73,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Neutrophils,NEUT,HEMATOLOGY,0.83,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Neutrophils,NEUT,HEMATOLOGY,0.83,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Neutrophils,NEUT,HEMATOLOGY,0.63,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Neutrophils,NEUT,HEMATOLOGY,0.61,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Neutrophils,NEUT,HEMATOLOGY,0.46,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Neutrophils,NEUT,HEMATOLOGY,0.66,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Neutrophils,NEUT,HEMATOLOGY,0.49,G/l,iBroker:NEUTRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0043,Prothrombin Time,PT,COAGULATION,8.5,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0046,Prothrombin Time,PT,COAGULATION,8,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0048,Prothrombin Time,PT,COAGULATION,8.2,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Prothrombin Time,PT,COAGULATION,8.5,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Prothrombin Time,PT,COAGULATION,8.8,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Prothrombin Time,PT,COAGULATION,7.8,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Prothrombin Time,PT,COAGULATION,8,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Prothrombin Time,PT,COAGULATION,8.6,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Prothrombin Time,PT,COAGULATION,7.9,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Prothrombin Time,PT,COAGULATION,8.2,sec,iBroker:PT,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0005,Creatine Kinase,CK,CLINICAL CHEMISTRY,413,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0009,Creatine Kinase,CK,CLINICAL CHEMISTRY,684,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0007,Creatine Kinase,CK,CLINICAL CHEMISTRY,475,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0010,Creatine Kinase,CK,CLINICAL CHEMISTRY,420,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0003,Creatine Kinase,CK,CLINICAL CHEMISTRY,815,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0002,Creatine Kinase,CK,CLINICAL CHEMISTRY,567,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0004,Creatine Kinase,CK,CLINICAL CHEMISTRY,660,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0006,Creatine Kinase,CK,CLINICAL CHEMISTRY,846,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0001,Creatine Kinase,CK,CLINICAL CHEMISTRY,395,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0008,Creatine Kinase,CK,CLINICAL CHEMISTRY,424,U/l,iBroker:CK,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0004,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0006,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0001,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0008,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0005,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0009,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0007,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0010,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0003,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0002,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0004,Triglycerides,TRIG,CLINICAL CHEMISTRY,0.87,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0006,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.15,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0001,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.19,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0005,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.15,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0009,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.27,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0007,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.36,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0010,Triglycerides,TRIG,CLINICAL CHEMISTRY,2.38,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0003,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.21,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0002,Triglycerides,TRIG,CLINICAL CHEMISTRY,1.28,mmol/l,iBroker:TRIGL,SERUM,85,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0046,Glucose,GLUC,CLINICAL CHEMISTRY,5.53,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0048,Glucose,GLUC,CLINICAL CHEMISTRY,5.45,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Glucose,GLUC,CLINICAL CHEMISTRY,5.25,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Glucose,GLUC,CLINICAL CHEMISTRY,5.32,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Glucose,GLUC,CLINICAL CHEMISTRY,5.27,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Glucose,GLUC,CLINICAL CHEMISTRY,5.25,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Glucose,GLUC,CLINICAL CHEMISTRY,5.55,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Glucose,GLUC,CLINICAL CHEMISTRY,4.62,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Glucose,GLUC,CLINICAL CHEMISTRY,5.19,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0043,Glucose,GLUC,CLINICAL CHEMISTRY,4.81,mmol/l,iBroker:GLUC-wb,SERUM,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0046,Monocytes,MONO,HEMATOLOGY,0.03,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0048,Monocytes,MONO,HEMATOLOGY,0.12,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Monocytes,MONO,HEMATOLOGY,0.05,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Monocytes,MONO,HEMATOLOGY,0.05,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Monocytes,MONO,HEMATOLOGY,0.05,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Monocytes,MONO,HEMATOLOGY,0.04,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Monocytes,MONO,HEMATOLOGY,0.05,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Monocytes,MONO,HEMATOLOGY,0.11,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Monocytes,MONO,HEMATOLOGY,0.07,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0043,Monocytes,MONO,HEMATOLOGY,0.02,G/l,iBroker:Monocytes,PLASMA,86,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0043,Phosphate,PHOS,URINALYSIS,0.22,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0046,Phosphate,PHOS,URINALYSIS,0.3,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0048,Phosphate,PHOS,URINALYSIS,0.17,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Phosphate,PHOS,URINALYSIS,0.24,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Phosphate,PHOS,URINALYSIS,0.12,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Phosphate,PHOS,URINALYSIS,0.21,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Phosphate,PHOS,URINALYSIS,0.34,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Phosphate,PHOS,URINALYSIS,0.33,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Phosphate,PHOS,URINALYSIS,0.27,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Phosphate,PHOS,URINALYSIS,0.17,mmol,iBroker:P*UVOL,URINE,25,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0046,Protein,PROT,CLINICAL CHEMISTRY,64.9,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0048,Protein,PROT,CLINICAL CHEMISTRY,65.4,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Protein,PROT,CLINICAL CHEMISTRY,60,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Protein,PROT,CLINICAL CHEMISTRY,63.7,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Protein,PROT,CLINICAL CHEMISTRY,64.4,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Protein,PROT,CLINICAL CHEMISTRY,64.6,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Protein,PROT,CLINICAL CHEMISTRY,62.4,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Protein,PROT,CLINICAL CHEMISTRY,64.4,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Protein,PROT,CLINICAL CHEMISTRY,67.1,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0043,Protein,PROT,CLINICAL CHEMISTRY,63.7,g/l,iBroker:Protein,SERUM,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0043,Thrombocytes,THROMNUC,HEMATOLOGY,828,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0047,Thrombocytes,THROMNUC,HEMATOLOGY,926,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0046,Thrombocytes,THROMNUC,HEMATOLOGY,853,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0048,Thrombocytes,THROMNUC,HEMATOLOGY,832,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0041,Thrombocytes,THROMNUC,HEMATOLOGY,899,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0044,Thrombocytes,THROMNUC,HEMATOLOGY,811,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0049,Thrombocytes,THROMNUC,HEMATOLOGY,738,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0050,Thrombocytes,THROMNUC,HEMATOLOGY,909,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0042,Thrombocytes,THROMNUC,HEMATOLOGY,766,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0045,Thrombocytes,THROMNUC,HEMATOLOGY,939,G/l,iBroker:THRO,PLASMA,31,Vehicle control:0 mg/kg1,F
T103236-5,T103236-5-0004,Bilirubin,BILI,CLINICAL CHEMISTRY,0.8,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0006,Bilirubin,BILI,CLINICAL CHEMISTRY,0.3,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0001,Bilirubin,BILI,CLINICAL CHEMISTRY,0.3,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0008,Bilirubin,BILI,CLINICAL CHEMISTRY,0.7,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0005,Bilirubin,BILI,CLINICAL CHEMISTRY,0.2,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0009,Bilirubin,BILI,CLINICAL CHEMISTRY,0.5,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1,M
T103236-5,T103236-5-0007,Bilirubin,BILI,CLINICAL CHEMISTRY,0.6,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1,M
